Blog	work	platform	back	just	us	our	first	look	what	internet	could	web	design	came	two	there	stuff	text	page	maybe	some	nothing	often	like	or	keep	reading	take	video	had	check	yet	through	big	ideas	features	make	email	so	pixel	might	go	down	once	users	power	virus	trying	other	security	didn	quickly	would	apple	house	july	tech	years	ago	got	idea	google	microsoft	team	three	system	help	service	both	data	ll	working	john	simple	my	answer	lot	people	few	m	here	full	weeks	into	world	goes	without	say	product	thing	ever	do	been	course	possible	stay	point	global	future	re	history	amazon	since	started	things	ve	much	app	end	job	coming	real	black	lives	matter	today	important	doing	following	project	no	call	coronavirus	deal	week	hope	probably	until	next	she	told	now	never	clear	whether	something	else	version	having	any	own	need	president	know	mostly	fact	who	get	they	their	good	others	really	wouldn	want	day	especially	before	store	still	national	problem	bit	don	than	aren	going	long	high	isn	best	case	trump	his	away	health	words	start	will	if	he	inside	outside	government	fear	white	food	give	least	use	line	care	process	very	hand	looks	said	added	should	against	either	up	st	ones	means	doesn	see	state	city	where	couple	days	spend	space	around	country	then	home	morning	night	school	year	latest	someone	multiple	tell	took	results	those	happy	hour	early	thousands	many	media	better	even	likely	think	always	quite	were	am	taking	between	me	has	covid	after	d	c	also	recent	well	went	only	american	news	public	let	because	though	wasn	being	sure	states	bad	different	seen	why	enough	major	them	off	when	friday	another	actually	gets	march	time	social	companies	second	post	its	continue	given	twitter	too	play	while	getting	together	youtube	months	read	most	which	shows	become	business	built	pandemic	company	opportunity	china	already	under	nearly	open	smart	support	april	same	these	past	comes	save	easy	kind	story	america	hard	less	must	watch	issues	please	needs	facebook	run	hours	over	did	last	pretty	great	review	won	write	list	art	such	stories	change	appeared	little	currently	online	including	called	her	life	name	way	understanding	york	person	united	number	digital	does	group	students	learn	content	thinking	saw	set	five	love	times	third	leave	put	turned	true	live	apps	phone	services	used	show	longer	release	blog	top	site	later	across	link	every	using	b	says	each	based	may	chrome	via	find	feel	free	create	add	place	user	single	made	anyone	right	friends	small	feature	search	click	several	links	come	left	question	photo	game	seem	makes	changes	view	try	tools	cost	share	old	building	found	however	part	value	everything	looking	th	key	report	understand	human	mean	ways	monday	seems	reports	u	recently	information	science	close	million	family	sale	face	music	according	almost	includes	update	hands	private	computer	higher	price	month	photos	image	personal	safety	available	done	soon	order	com	talk	videos	performance	network	rules	federal	mind	along	rest	able	event	rights	break	far	control	community	response	example	published	turn	finally	instead	making	ad	offer	stop	due	large	move	products	during	entire	focus	takes	local	everyone	short	thought	self	spent	book	light	among	money	man	readers	again	police	result	written	whole	six	him	buy	wrote	writing	age	tiktok	lack	e	article	children	four
Quick Online Tips	0	0	0	0	0	0	7	0	0	0	0	9	1	0	0	0	0	1	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ReadWrite	101	12	13	34	46	61	525	32	140	45	39	11	10	4	18	87	4	3	6	4	52	6	16	62	122	18	1	26	26	24	5	5	24	44	9	7	39	14	37	2	17	25	11	10	15	13	4	8	40	45	5	8	24	3	8	0	82	42	13	8	15	20	6	24	14	15	51	28	10	168	15	32	0	12	32	2	18	59	26	20	168	3	4	64	98	7	25	11	24	14	29	51	66	7	9	15	7	17	75	47	12	12	19	12	43	29	19	17	9	21	8	47	6	20	8	36	23	16	2	9	43	8	31	2	3	1	3	3	17	0	5	66	11	11	13	14	3	2	13	19	19	74	1	52	2	8	21	47	86	122	18	6	15	0	31	36	14	19	3	31	1	12	6	20	53	4	21	21	15	13	83	4	0	5	6	29	3	12	103	61	5	5	2	4	5	1	7	15	7	57	13	15	18	14	6	2	6	1	44	8	2	51	3	5	13	8	16	4	2	18	2	10	8	7	26	10	11	73	0	2	1	27	18	4	5	3	2	11	19	2	2	5	2	78	35	42	44	15	14	19	10	27	0	11	18	9	173	116	21	13	10	38	19	26	2	40	2	7	16	8	12	7	3	24	7	10	5	23	13	89	10	9	29	19	85	0	12	5	3	2	102	38	76	4	523	66	8	8	7	9	7	35	11	8	2	6	8	75	37	9	40	156	3	69	55	10	4	22	9	5	9	71	13	1	13	55	16	14	4	15	5	3	7	6	14	20	12	9	0	20	11	7	4	40	6	17	4	20	10	9	0	4	1	16	3	28	501	10	7	53	10	4	1	26	7	53	8	0	10	6	12	90	27	2	5	25	49	9	3	11	15	8	23	3	3	15	3	4	14	27	8	16	12	4	8	1	6	65	5	3	20	4	56	26	10	2	6	21	26	2	8	31	9	11	28	3	12	8	7	15	5	34	1	23	3	31	3	5	1	25	4	9	0	13	5	9	15	4	7	33	8	10	4	32	9	34	12	20	11	10	6	15	6	9	16	5	60	0	8	3	5	17	17	12	3	18	5	0	12	1	21	11	5	9	2	8	13	3	3	3	0	4	11	3	11	10	4	4	5	6	2	4	13	7	1	17	3	1	6	7	2	5	13	3	8	8	4	5	14	1	6	34	1	9	12	13	10	6	20	41	3	2	8	3	13	3	9	10	4	4	7	8	19	4	1	7	6	3	1	4	8	3	4	0	6	9	0	2	7	7	2	5
Schneier on Security	0	0	0	2	1	0	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	1	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	1	5	1	3	0	0	2	0	2	0	0	0	6	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	6	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ScienceBlogs - Where the world discusses science	14	0	4	11	10	17	15	5	26	1	15	0	1	0	20	22	1	0	0	0	17	1	6	17	46	3	0	3	4	9	3	4	4	1	0	0	17	0	26	0	5	7	7	3	1	1	34	0	18	0	0	4	16	0	0	3	0	12	4	2	1	0	0	0	1	10	2	1	7	5	0	5	0	0	4	0	6	62	6	9	2	3	5	16	10	0	5	0	2	2	3	17	21	1	4	0	2	2	1	5	4	0	4	2	3	0	6	0	2	1	0	16	0	1	3	4	8	1	0	2	8	3	19	0	2	0	1	3	3	0	1	9	2	3	5	2	1	0	1	10	4	12	1	10	0	5	22	10	43	27	7	5	4	1	2	6	1	13	2	2	1	0	1	7	22	3	2	6	6	6	3	3	1	1	3	42	1	3	33	22	2	1	4	7	4	1	4	3	3	12	0	12	3	7	2	1	4	2	10	6	1	14	0	2	9	7	4	6	7	12	1	1	3	0	14	5	7	5	0	3	5	20	1	1	2	0	0	6	9	1	0	6	3	20	6	3	14	11	8	0	2	22	2	3	4	1	39	36	7	2	0	26	4	12	0	12	0	10	9	3	12	2	0	18	2	2	1	5	6	9	4	2	15	7	14	0	7	3	1	2	28	23	0	2	2	15	4	5	1	0	1	18	1	1	0	4	10	17	26	3	5	1	1	17	3	6	12	5	12	0	0	0	1	0	7	24	3	0	0	6	0	4	0	1	6	5	1	2	1	5	0	1	4	10	3	4	0	3	1	1	0	1	0	5	7	7	0	11	2	2	5	14	0	7	0	9	3	6	11	0	11	0	7	2	0	0	1	3	1	4	0	1	4	1	0	3	0	1	3	0	0	0	6	5	2	0	0	4	0	2	5	0	3	6	0	1	5	11	10	0	9	1	0	0	1	3	4	0	2	11	0	1	8	2	1	1	0	5	0	3	1	3	2	0	3	8	4	2	5	1	3	4	2	0	9	8	11	1	1	6	0	2	0	1	8	1	5	0	3	2	6	0	7	4	3	7	4	1	18	0	0	2	2	0	3	0	0	5	3	3	0	1	0	2	3	2	2	3	0	0	0	0	0	1	0	0	8	3	1	1	0	2	2	3	8	6	10	0	0	2	4	4	0	2	4	3	6	1	1	9	1	1	0	6	1	0	0	0	4	0	2	4	2	0	0	2	0	6	3	4	0	0	2	0	1	4	0	3	0	17	1	4
Search Engine Roundtable	1	0	1	1	3	0	0	0	2	0	0	4	0	0	1	4	0	0	0	0	8	0	0	2	1	0	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	3	1	0	1	2	0	0	0	2	1	0	2	0	0	1	1	0	36	3	0	0	0	0	0	2	3	0	0	2	0	2	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	1	0	1	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	6	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	4	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0	0	0	1	0	0	0	5	0	0	0	1	1	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	1	0	0	0	1	0	0	3	0	0	0	1	1	0	1	0	2	0	0	0	1	0	0	0	23	1	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ShoeMoney	0	0	0	2	0	1	2	2	5	3	1	0	0	0	0	2	0	0	0	0	1	1	1	2	6	0	0	2	0	2	0	0	0	0	1	0	3	2	0	0	3	1	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	1	0	0	1	2	1	0	4	0	0	0	0	0	0	3	0	0	15	3	0	1	1	0	0	0	1	1	1	4	0	0	0	1	0	0	0	7	0	3	1	0	0	1	2	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	2	0	1	0	0	1	0	0	1	2	0	0	0	0	1	4	0	5	0	0	1	6	5	2	0	0	0	1	4	3	0	1	0	1	0	0	0	0	2	1	0	2	0	2	3	0	0	0	0	0	1	1	1	7	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	3	0	0	0	0	1	0	0	2	0	0	1	3	2	0	1	2	0	0	0	1	0	0	0	0	0	0	2	2	0	0	1	2	1	1	2	1	1	0	0	1	0	1	0	0	2	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	2	2	0	1	12	0	0	3	0	0	1	1	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	1	0	0	4	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	2	0	4	0	0	0	0	1	4	5	0	0	0	0	3	0	0	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	2	0	4	0	1	2	0	0	0	0	0	0	0	2	1	1	0	1	4	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sifry's Alerts - David Sifry	7	0	1	14	14	11	11	4	18	2	4	6	0	2	5	25	2	1	0	2	21	2	3	19	40	1	1	8	3	9	3	2	6	4	1	2	15	3	28	0	1	7	3	5	0	0	0	1	8	0	0	2	2	0	1	0	1	2	1	6	0	1	0	6	3	0	7	2	5	4	17	4	2	3	16	0	9	3	2	11	7	4	1	10	8	0	0	4	8	1	2	23	10	4	2	4	0	0	2	34	0	0	2	2	10	25	11	1	6	1	2	2	0	0	1	6	0	1	0	2	3	3	0	0	3	2	2	1	11	2	1	4	0	0	0	8	0	2	0	2	3	6	1	7	0	3	14	22	15	21	5	0	16	1	20	8	4	5	0	14	0	1	6	7	12	1	12	5	2	2	2	0	0	2	2	0	0	2	13	19	2	0	0	0	1	1	0	5	1	6	3	0	0	10	0	4	0	0	4	0	0	18	0	2	8	1	3	9	7	10	1	3	2	0	5	2	6	2	1	0	0	10	2	0	3	2	1	1	13	2	2	0	0	8	2	2	13	1	6	1	3	5	2	2	1	8	6	0	4	4	1	16	0	16	1	8	0	1	3	5	0	2	0	0	6	0	0	2	0	8	4	0	4	11	13	0	2	1	1	0	11	1	3	5	4	2	3	0	1	4	3	12	4	6	0	2	5	8	11	0	0	2	4	0	1	2	0	2	1	2	3	0	2	0	3	3	0	2	3	2	3	1	0	4	5	0	1	1	1	1	0	2	3	13	2	6	2	13	0	3	0	1	1	1	0	1	0	0	4	1	2	2	2	0	2	4	1	1	1	0	3	3	3	4	0	2	1	2	0	6	5	4	5	3	2	7	1	0	1	0	1	1	6	3	0	1	25	10	6	1	0	0	1	2	1	0	3	4	0	0	2	3	2	2	6	1	7	0	2	0	3	6	4	3	3	3	1	0	0	6	0	0	1	1	0	4	2	0	2	1	1	1	8	3	9	2	8	2	2	7	1	0	12	1	0	4	1	0	0	1	4	0	22	0	2	4	0	0	0	1	0	1	0	4	0	8	4	2	0	3	3	1	4	0	2	6	2	0	1	0	0	0	3	0	0	1	2	0	1	0	0	0	3	1	0	0	4	0	5	0	0	8	2	1	3	0	4	1	0	3	1	2	2	8	1	0	2	2	1	7	2	5	8	0	0	0	0	0	0	1	1	2	4	0	2	0	0	0	0	0	0	5
f53e5f08-d5d4-11ea-8ac8-f218987b58f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f550832c-d5d4-11ea-8ac8-f218987b58f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6cc63b0-d5d4-11ea-8ac8-f218987b58f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Talking Points Memo	0	0	0	1	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
